wn,,b_0,b_1,b_2,b_3,a_0,a_1,a_2,a_3
0.01,3.75683801975125e-06,1.12705140592537e-05,1.12705140592537e-05,3.75683801975125e-06,1,-2.93717072844989,2.87629972347933,-0.939098940325283
0.02,2.91464944656977e-05,8.7439483397093e-05,8.7439483397093e-05,2.91464944656977e-05,1,-2.87435689267748,2.7564831952257,-0.881893130592486
0.03,9.54425084237282e-05,0.000286327525271185,0.000286327525271185,9.54425084237282e-05,1,-2.81157367732469,2.64048349277834,-0.828146275386261
0.04,0.000219606211225362,0.000658818633676087,0.000658818633676087,0.000219606211225362,1,-2.74883580921468,2.52823121914256,-0.77763856023808
0.05,0.000416546139075748,0.00124963841722724,0.00124963841722724,0.000416546139075748,1,-2.68615739654814,2.41965511096647,-0.730165345305723
0.06,0.000699349649901005,0.00209804894970302,0.00209804894970302,0.000699349649901005,1,-2.62355180660524,2.31468258108911,-0.685535977284664
0.07,0.00107948982206931,0.00323846946620794,0.00323846946620794,0.00107948982206931,1,-2.56103157552436,2.21324020081156,-0.643572706710649
0.08,0.00156701035058827,0.0047010310517648,0.0047010310517648,0.00156701035058827,1,-2.49860834469118,2.11525412700316,-0.604109699507275
0.09,0.0021706908418476,0.00651207252554281,0.00651207252554281,0.0021706908418476,1,-2.43629281909444,2.02065047888984,-0.566992133060614
0.1,0.00289819463372143,0.00869458390116429,0.00869458390116429,0.00289819463372143,1,-2.37409474370935,1.92935566909122,-0.532075368312092
0.11,0.00375620102792088,0.0112686030837626,0.0112686030837626,0.00375620102792088,1,-2.31202289457229,1.8412966931848,-0.499224190389144
0.12,0.00475052361098086,0.0142515708329426,0.0142515708329426,0.00475052361098086,1,-2.25008508172639,1.75640138178595,-0.468312111171712
0.13,0.00588621615508377,0.0176586484652513,0.0176586484652513,0.00588621615508377,1,-2.18828816165869,1.67459861884579,-0.43922072794643
0.14,0.00716766742664455,0.0215030022799336,0.0215030022799336,0.00716766742664455,1,-2.12663805722651,1.59581852958975,-0.411839132950083
0.15,0.00859868608632195,0.0257960582589658,0.0257960582589658,0.00859868608632195,1,-2.06513978339347,1.5199926412503,-0.386063369166254
0.16,0.0101825767364369,0.0305477302093108,0.0305477302093108,0.0101825767364369,1,-2.00379747737002,1.44705401948938,-0.361795928227867
0.17,0.01192220805859,0.03576662417577,0.03576662417577,0.01192220805859,1,-1.94261443198829,1.3769373831619,-0.338945286704885
0.18,0.013820073883792,0.0414602216513759,0.0414602216513759,0.013820073883792,1,-1.88159313134096,1.30957919984142,-0.317425477430119
0.19,0.0158783479481261,0.0476350438443784,0.0476350438443784,0.0158783479481261,1,-1.82073528788338,1.24491776431307,-0.297155692844678
0.2,0.0180989330075144,0.0542967990225433,0.0542967990225433,0.0180989330075144,1,-1.76004188034317,1.18289326203783,-0.278059917634546
0.21,0.0204835049144218,0.0614505147432653,0.0614505147432653,0.0204835049144218,1,-1.6995131919035,1.12344781940528,-0.260066588186412
0.22,0.0230335521962941,0.0691006565888824,0.0691006565888824,0.0230335521962941,1,-1.63914884823018,1.06652554241936,-0.243108276618831
0.23,0.0257504116193156,0.0772512348579468,0.0772512348579468,0.0257504116193156,1,-1.57894785500017,1.01207254530246,-0.227121397347763
0.24,0.0286353001709179,0.0859059005127537,0.0859059005127537,0.0286353001709179,1,-1.51890863466294,0.960036970357047,-0.212045934326767
0.25,0.031689343849711,0.095068031549133,0.095068031549133,0.031689343849711,1,-1.45902906222806,0.910369000290069,-0.197825187264319
0.26,0.0349136036115289,0.104740810834587,0.104740810834587,0.0349136036115289,1,-1.39930649992463,0.863020864083116,-0.18440553526626
0.27,0.0383090987845777,0.114927296353733,0.114927296353733,0.0383090987845777,1,-1.33973783062121,0.817946837379905,-0.171736216482076
0.28,0.0418768282347718,0.125630484704315,0.125630484704315,0.0418768282347718,1,-1.28031948993151,0.775103238261201,-0.159769122451512
0.29,0.0456177895338336,0.136853368601501,0.136853368601501,0.0456177895338336,1,-1.22104749696066,0.734448419185401,-0.148458605954076
0.3,0.0495329963572532,0.14859898907176,0.14859898907176,0.0495329963572532,1,-1.16191748367173,0.695942755789651,-0.137761301259893
0.31,0.053623494316431,0.160870482949293,0.160870482949293,0.053623494316431,1,-1.1029247228727,0.659548633171042,-0.127635955766898
0.32,0.0578903754089726,0.173671126226918,0.173671126226918,0.0578903754089726,1,-1.04406415483994,0.625230430199447,-0.118043272087726
0.33,0.0623347912529122,0.187004373758737,0.187004373758737,0.0623347912529122,1,-0.985330412608438,0.592954502352247,-0.108945759720511
0.34,0.0669579652543901,0.20087389576317,0.20087389576317,0.0669579652543901,1,-0.926717845968933,0.562689163506028,-0.100307595501974
0.35,0.0717612038437818,0.215283611531346,0.215283611531346,0.0717612038437818,1,-0.868220544221195,0.534404667070719,-0.0920944920992692
